Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,France,Office Supplies,Online,Critical,2022-02-26,7535,2022-03-05,7506,787.1,478.68,5907972.6,3592972.08,2315000.52
Africa,Kenya,Food,Online,Medium,2022-05-19,7536,2022-05-31,6060,808.84,591.11,4901570.4,3582126.6,1319443.8
Europe,Spain,Cosmetics,Online,Critical,2022-10-06,7537,2022-10-12,5452,645.39,452.78,3518666.28,2468556.56,1050109.72
Europe,United Kingdom,Electronics,Online,Low,2022-05-13,7538,2022-05-15,5662,356.44,280.85,2018163.28,1590172.7,427990.58
South America,Chile,Electronics,Online,High,2024-11-02,7539,2024-11-07,3652,194.84,146.57,711555.68,535273.64,176282.04
North America,United States,Electronics,Offline,Critical,2023-01-28,7540,2023-02-10,5397,321.45,181.1,1734865.65,977396.7,757468.95
Oceania,New Zealand,Office Supplies,Online,High,2026-03-20,7541,2026-03-31,2636,413.83,230.43,1090855.88,607413.48,483442.4
Asia,Singapore,Electronics,Online,Critical,2023-03-31,7542,2023-04-05,8074,544.56,305.72,4396777.44,2468383.28,1928394.16
Asia,South Korea,Clothing,Offline,High,2022-02-10,7543,2022-02-13,4394,172.79,135.42,759239.26,595035.48,164203.78
Africa,Kenya,Food,Offline,Low,2024-04-02,7544,2024-04-05,4173,215.77,169.82,900408.21,708658.86,191749.35
Africa,Nigeria,Food,Online,Medium,2026-06-08,7545,2026-06-11,4752,537.05,287.05,2552061.6,1364061.6,1188000.0
North America,Canada,Furniture,Offline,Medium,2026-03-26,7546,2026-04-02,1044,846.92,426.28,884184.48,445036.32,439148.16
Europe,Italy,Electronics,Online,High,2024-01-07,7547,2024-01-14,3019,122.59,80.23,370099.21,242214.37,127884.84
North America,United States,Furniture,Offline,Critical,2024-05-17,7548,2024-05-26,5900,636.64,336.71,3756176.0,1986589.0,1769587.0
Asia,Japan,Clothing,Offline,Critical,2023-03-31,7549,2023-04-10,2604,304.76,182.7,793595.04,475750.8,317844.24
Oceania,Fiji,Furniture,Offline,High,2025-03-23,7550,2025-03-31,9541,13.14,7.6,125368.74,72511.6,52857.14
Oceania,Fiji,Electronics,Online,High,2024-12-14,7551,2024-12-24,5490,900.93,514.08,4946105.7,2822299.2,2123806.5
South America,Argentina,Cosmetics,Offline,Medium,2023-09-14,7552,2023-09-24,8476,794.38,453.1,6733164.88,3840475.6,2892689.28
Asia,Japan,Cosmetics,Online,Low,2022-12-31,7553,2023-01-13,1954,563.93,363.53,1101919.22,710337.62,391581.6
North America,United States,Furniture,Online,Medium,2025-04-30,7554,2025-05-09,8187,554.55,390.78,4540100.85,3199315.86,1340784.99
Asia,India,Furniture,Online,Critical,2025-08-05,7555,2025-08-06,8569,591.09,469.71,5065050.21,4024944.99,1040105.22
South America,Argentina,Food,Offline,Medium,2023-03-13,7556,2023-03-21,5708,695.19,352.18,3968144.52,2010243.44,1957901.08
North America,United States,Clothing,Offline,Low,2025-07-22,7557,2025-08-02,7350,260.37,206.0,1913719.5,1514100.0,399619.5
South America,Chile,Office Supplies,Online,High,2022-09-12,7558,2022-09-22,8476,171.09,80.28,1450158.84,680453.28,769705.56
North America,Canada,Electronics,Offline,Low,2025-10-21,7559,2025-10-27,9064,117.04,85.0,1060850.56,770440.0,290410.56
Asia,South Korea,Office Supplies,Online,Medium,2025-08-29,7560,2025-09-01,7419,447.0,323.66,3316293.0,2401233.54,915059.46
South America,Argentina,Office Supplies,Offline,Critical,2026-01-06,7561,2026-01-09,3970,429.66,202.21,1705750.2,802773.7,902976.5
Oceania,Australia,Furniture,Offline,High,2023-06-19,7562,2023-06-25,6884,427.57,323.67,2943391.88,2228144.28,715247.6
Oceania,Australia,Food,Online,High,2022-10-07,7563,2022-10-17,6845,65.59,50.58,448963.55,346220.1,102743.45
Africa,Kenya,Food,Offline,Medium,2021-11-04,7564,2021-11-13,3056,405.13,272.64,1238077.28,833187.84,404889.44
Asia,Japan,Cosmetics,Online,High,2025-10-17,7565,2025-10-24,3587,751.92,566.26,2697137.04,2031174.62,665962.42
South America,Colombia,Electronics,Offline,High,2024-02-26,7566,2024-02-28,2769,916.57,450.92,2537982.33,1248597.48,1289384.85
Europe,France,Office Supplies,Online,Critical,2026-05-03,7567,2026-05-13,6923,514.75,311.32,3563614.25,2155268.36,1408345.89
South America,Brazil,Furniture,Online,Low,2025-12-18,7568,2025-12-28,4042,630.55,366.63,2548683.1,1481918.46,1066764.64
Europe,Spain,Cosmetics,Online,High,2025-06-18,7569,2025-07-02,8118,195.62,146.61,1588043.16,1190179.98,397863.18
South America,Brazil,Food,Online,Critical,2025-07-01,7570,2025-07-12,1588,221.42,174.67,351614.96,277375.96,74239.0
Africa,Nigeria,Furniture,Offline,Medium,2025-04-25,7571,2025-05-06,2733,447.14,227.71,1222033.62,622331.43,599702.19
Africa,South Africa,Electronics,Offline,Low,2023-03-14,7572,2023-03-26,9324,882.8,696.17,8231227.2,6491089.08,1740138.12
Asia,China,Cosmetics,Online,High,2023-03-04,7573,2023-03-16,6508,727.59,446.86,4735155.72,2908164.88,1826990.84
Africa,Kenya,Cosmetics,Online,Medium,2022-06-04,7574,2022-06-07,8152,804.36,398.11,6557142.72,3245392.72,3311750.0
Asia,India,Cosmetics,Offline,Low,2026-07-30,7575,2026-08-11,3675,363.95,262.12,1337516.25,963291.0,374225.25
Oceania,Australia,Food,Online,Medium,2022-04-25,7576,2022-05-07,8927,796.9,367.83,7113926.3,3283618.41,3830307.89
Oceania,Fiji,Cosmetics,Online,Critical,2024-02-09,7577,2024-02-15,8500,979.88,485.39,8328980.0,4125815.0,4203165.0
South America,Argentina,Food,Online,High,2023-03-14,7578,2023-03-27,7698,167.95,79.95,1292879.1,615455.1,677424.0
Europe,Italy,Electronics,Offline,Medium,2026-06-12,7579,2026-06-19,4144,518.52,358.99,2148746.88,1487654.56,661092.32
Asia,China,Cosmetics,Online,High,2025-09-12,7580,2025-09-16,2530,106.92,82.48,270507.6,208674.4,61833.2
Africa,Nigeria,Electronics,Online,Critical,2025-11-06,7581,2025-11-09,322,142.59,71.82,45913.98,23126.04,22787.94
Europe,United Kingdom,Cosmetics,Offline,Low,2025-10-29,7582,2025-11-09,1807,401.92,320.54,726269.44,579215.78,147053.66
North America,Mexico,Furniture,Online,Medium,2022-06-02,7583,2022-06-12,5568,456.58,354.37,2542237.44,1973132.16,569105.28
South America,Brazil,Office Supplies,Online,Medium,2024-04-01,7584,2024-04-05,2470,555.82,269.11,1372875.4,664701.7,708173.7
Europe,Italy,Clothing,Online,Medium,2025-05-31,7585,2025-06-02,4778,188.56,140.81,900939.68,672790.18,228149.5
Oceania,New Zealand,Clothing,Offline,High,2025-08-06,7586,2025-08-11,9215,806.17,407.67,7428856.55,3756679.05,3672177.5
South America,Argentina,Clothing,Offline,Critical,2024-01-03,7587,2024-01-12,366,724.15,471.82,265038.9,172686.12,92352.78
Oceania,Australia,Food,Offline,High,2023-10-13,7588,2023-10-14,3782,167.19,119.36,632312.58,451419.52,180893.06
Africa,South Africa,Cosmetics,Offline,High,2023-02-22,7589,2023-02-28,4987,26.16,14.97,130459.92,74655.39,55804.53
Europe,Italy,Cosmetics,Offline,Critical,2025-09-21,7590,2025-09-30,445,287.78,206.29,128062.1,91799.05,36263.05
North America,Canada,Food,Offline,Critical,2026-04-16,7591,2026-04-25,4725,101.67,78.26,480390.75,369778.5,110612.25
South America,Colombia,Office Supplies,Online,High,2025-02-17,7592,2025-02-23,5391,983.63,446.52,5302749.33,2407189.32,2895560.01
North America,Canada,Furniture,Offline,Critical,2025-07-27,7593,2025-08-02,7127,613.83,386.69,4374766.41,2755939.63,1618826.78
Africa,Kenya,Cosmetics,Offline,High,2023-07-29,7594,2023-08-12,642,48.54,36.68,31162.68,23548.56,7614.12
Asia,Japan,Food,Offline,Low,2024-06-19,7595,2024-07-02,3392,895.3,566.86,3036857.6,1922789.12,1114068.48
Oceania,Australia,Office Supplies,Offline,High,2023-05-11,7596,2023-05-24,6120,593.52,459.16,3632342.4,2810059.2,822283.2
Asia,South Korea,Clothing,Online,High,2023-02-11,7597,2023-02-23,7863,490.26,301.93,3854914.38,2374075.59,1480838.79
Africa,South Africa,Cosmetics,Offline,Critical,2024-02-03,7598,2024-02-07,9016,492.72,228.57,4442363.52,2060787.12,2381576.4
Oceania,Australia,Electronics,Online,Medium,2023-02-14,7599,2023-02-16,401,92.25,73.1,36992.25,29313.1,7679.15
Africa,Egypt,Office Supplies,Offline,Medium,2021-09-21,7600,2021-10-05,8708,624.64,497.63,5439365.12,4333362.04,1106003.08
South America,Colombia,Electronics,Online,Low,2023-02-09,7601,2023-02-13,4655,854.71,555.18,3978675.05,2584362.9,1394312.15
Oceania,Fiji,Electronics,Offline,Medium,2023-05-04,7602,2023-05-14,531,516.7,291.28,274367.7,154669.68,119698.02
Europe,United Kingdom,Electronics,Offline,Medium,2022-08-31,7603,2022-09-14,9326,370.54,250.79,3455656.04,2338867.54,1116788.5
Asia,Japan,Food,Online,Low,2023-07-03,7604,2023-07-10,4640,436.8,324.05,2026752.0,1503592.0,523160.0
Asia,South Korea,Cosmetics,Online,Medium,2026-02-16,7605,2026-02-28,1050,36.56,27.52,38388.0,28896.0,9492.0
Europe,Italy,Office Supplies,Online,Low,2025-10-15,7606,2025-10-24,7095,467.79,329.07,3318970.05,2334751.65,984218.4
Asia,South Korea,Clothing,Online,Medium,2023-06-12,7607,2023-06-21,1234,375.62,253.25,463515.08,312510.5,151004.58
South America,Argentina,Furniture,Offline,Critical,2022-01-13,7608,2022-01-23,6782,951.34,605.57,6451987.88,4106975.74,2345012.14
Africa,Kenya,Furniture,Offline,Medium,2022-12-08,7609,2022-12-21,1490,425.35,287.63,633771.5,428568.7,205202.8
North America,Canada,Office Supplies,Offline,Medium,2023-04-15,7610,2023-04-26,9597,297.8,181.51,2857986.6,1741951.47,1116035.13
Asia,Japan,Food,Offline,Low,2022-06-28,7611,2022-07-12,4633,106.97,84.93,495592.01,393480.69,102111.32
Africa,Morocco,Office Supplies,Online,Medium,2024-10-05,7612,2024-10-12,10,295.38,202.88,2953.8,2028.8,925.0
North America,United States,Office Supplies,Offline,High,2022-11-28,7613,2022-12-04,5463,631.95,415.11,3452342.85,2267745.93,1184596.92
North America,Canada,Cosmetics,Offline,Critical,2026-04-22,7614,2026-04-26,3431,913.33,619.35,3133635.23,2124989.85,1008645.38
Asia,India,Office Supplies,Offline,High,2025-07-03,7615,2025-07-17,5834,516.76,348.5,3014777.84,2033149.0,981628.84
North America,United States,Office Supplies,Online,High,2023-04-24,7616,2023-04-28,8225,683.05,512.43,5618086.25,4214736.75,1403349.5
North America,Canada,Clothing,Offline,High,2026-03-05,7617,2026-03-07,1704,456.2,312.9,777364.8,533181.6,244183.2
Africa,Morocco,Furniture,Offline,Medium,2021-10-24,7618,2021-10-28,297,556.12,304.3,165167.64,90377.1,74790.54
Oceania,New Zealand,Office Supplies,Offline,High,2024-03-04,7619,2024-03-14,7125,47.58,31.75,339007.5,226218.75,112788.75
North America,Canada,Food,Online,Low,2025-10-24,7620,2025-10-31,3834,632.75,330.16,2425963.5,1265833.44,1160130.06
Africa,Nigeria,Clothing,Offline,High,2025-02-15,7621,2025-02-20,8903,428.06,305.76,3811018.18,2722181.28,1088836.9
Europe,France,Food,Offline,Low,2025-02-06,7622,2025-02-08,5699,944.79,720.17,5384358.21,4104248.83,1280109.38
North America,Canada,Office Supplies,Online,Critical,2022-04-17,7623,2022-04-19,2881,989.65,533.13,2851181.65,1535947.53,1315234.12
Oceania,New Zealand,Cosmetics,Offline,Low,2022-09-20,7624,2022-10-01,5434,273.87,172.3,1488209.58,936278.2,551931.38
Africa,Morocco,Office Supplies,Online,High,2024-01-14,7625,2024-01-17,2891,788.98,442.6,2280941.18,1279556.6,1001384.58
Europe,Spain,Electronics,Offline,Critical,2023-07-28,7626,2023-07-31,688,645.29,404.17,443959.52,278068.96,165890.56
Africa,Kenya,Clothing,Offline,Critical,2026-06-05,7627,2026-06-11,2898,579.87,451.79,1680463.26,1309287.42,371175.84
North America,United States,Electronics,Online,Medium,2024-09-29,7628,2024-10-08,2724,335.76,197.44,914610.24,537826.56,376783.68
Oceania,Australia,Cosmetics,Online,High,2025-10-02,7629,2025-10-15,5287,262.98,142.59,1390375.26,753873.33,636501.93
Oceania,New Zealand,Clothing,Online,Low,2022-01-27,7630,2022-02-04,9103,533.24,362.43,4854083.72,3299200.29,1554883.43
North America,United States,Food,Offline,Low,2024-09-23,7631,2024-10-01,9222,962.86,653.44,8879494.92,6026023.68,2853471.24
North America,United States,Food,Online,Critical,2023-11-24,7632,2023-11-25,131,932.95,681.23,122216.45,89241.13,32975.32
South America,Chile,Food,Online,Critical,2023-02-02,7633,2023-02-09,5363,638.82,289.32,3425991.66,1551623.16,1874368.5
South America,Colombia,Clothing,Offline,High,2023-10-19,7634,2023-11-01,9982,667.27,346.43,6660689.14,3458064.26,3202624.88
Oceania,New Zealand,Office Supplies,Online,High,2024-02-19,7635,2024-02-26,6309,170.42,119.99,1075179.78,757016.91,318162.87
Oceania,Fiji,Cosmetics,Offline,Low,2022-07-30,7636,2022-08-08,8365,757.23,599.17,6334228.95,5012057.05,1322171.9
South America,Chile,Furniture,Online,Critical,2023-03-28,7637,2023-04-06,5978,924.71,537.64,5527916.38,3214011.92,2313904.46
Oceania,New Zealand,Office Supplies,Online,High,2024-05-16,7638,2024-05-20,2351,874.2,424.88,2055244.2,998892.88,1056351.32
Africa,Morocco,Clothing,Online,Critical,2022-11-01,7639,2022-11-12,2859,497.2,278.68,1421494.8,796746.12,624748.68
North America,Canada,Furniture,Online,Medium,2023-12-31,7640,2024-01-07,1208,815.45,639.39,985063.6,772383.12,212680.48
South America,Chile,Clothing,Online,Low,2022-01-13,7641,2022-01-24,312,241.02,173.57,75198.24,54153.84,21044.4
Asia,Japan,Furniture,Offline,Low,2022-05-20,7642,2022-06-03,5828,254.5,135.15,1483226.0,787654.2,695571.8
Oceania,New Zealand,Electronics,Online,Low,2025-05-21,7643,2025-05-31,5479,616.92,397.51,3380104.68,2177957.29,1202147.39
South America,Argentina,Office Supplies,Offline,Critical,2026-05-25,7644,2026-05-26,7985,289.67,142.74,2313014.95,1139778.9,1173236.05
South America,Brazil,Office Supplies,Offline,Low,2022-09-25,7645,2022-10-07,4575,339.85,256.04,1554813.75,1171383.0,383430.75
North America,Canada,Food,Online,Low,2024-10-24,7646,2024-10-29,8996,154.54,112.52,1390241.84,1012229.92,378011.92
Europe,Spain,Food,Offline,Critical,2022-02-19,7647,2022-02-26,8486,486.95,351.12,4132257.7,2979604.32,1152653.38
Asia,Japan,Office Supplies,Online,High,2026-07-09,7648,2026-07-11,5364,105.8,75.07,567511.2,402675.48,164835.72
Asia,Japan,Clothing,Offline,Critical,2025-05-16,7649,2025-05-25,2876,387.12,269.86,1113357.12,776117.36,337239.76
Africa,Egypt,Cosmetics,Offline,Critical,2023-10-22,7650,2023-10-26,5781,703.23,492.74,4065372.63,2848529.94,1216842.69
South America,Colombia,Food,Offline,High,2023-11-15,7651,2023-11-19,7391,661.2,443.34,4886929.2,3276725.94,1610203.26
South America,Brazil,Food,Offline,Critical,2023-12-09,7652,2023-12-17,2617,618.65,320.38,1619007.05,838434.46,780572.59
Asia,Singapore,Furniture,Offline,High,2026-04-20,7653,2026-05-03,3950,147.82,79.69,583889.0,314775.5,269113.5
North America,Canada,Food,Offline,Low,2022-01-14,7654,2022-01-17,1849,291.94,142.04,539797.06,262631.96,277165.1
Europe,United Kingdom,Office Supplies,Online,High,2022-07-22,7655,2022-07-31,6651,723.29,351.66,4810601.79,2338890.66,2471711.13
Europe,Spain,Cosmetics,Online,Critical,2024-02-05,7656,2024-02-13,2021,914.79,609.83,1848790.59,1232466.43,616324.16
Oceania,Fiji,Clothing,Online,Medium,2025-05-02,7657,2025-05-10,218,160.57,99.54,35004.26,21699.72,13304.54
Asia,Singapore,Food,Online,Critical,2021-11-02,7658,2021-11-12,5509,765.77,523.98,4218626.93,2886605.82,1332021.11
Africa,Morocco,Cosmetics,Online,Critical,2022-09-18,7659,2022-09-28,4896,420.68,334.63,2059649.28,1638348.48,421300.8
Africa,Morocco,Furniture,Offline,Medium,2025-11-14,7660,2025-11-26,6280,515.76,304.19,3238972.8,1910313.2,1328659.6
Asia,South Korea,Clothing,Offline,Critical,2024-05-28,7661,2024-06-10,8303,452.46,340.64,3756775.38,2828333.92,928441.46
Africa,Nigeria,Office Supplies,Offline,High,2026-04-12,7662,2026-04-18,9494,78.1,38.75,741481.4,367892.5,373588.9
Europe,France,Furniture,Offline,Medium,2025-10-23,7663,2025-10-26,3350,151.2,118.51,506520.0,397008.5,109511.5
Africa,Morocco,Clothing,Offline,Medium,2025-06-03,7664,2025-06-04,6698,42.0,24.57,281316.0,164569.86,116746.14
Europe,United Kingdom,Furniture,Online,High,2025-08-02,7665,2025-08-15,3639,286.76,144.99,1043519.64,527618.61,515901.03
Europe,United Kingdom,Cosmetics,Online,High,2021-11-19,7666,2021-11-28,1740,838.08,517.55,1458259.2,900537.0,557722.2
Oceania,Australia,Furniture,Offline,Medium,2022-04-01,7667,2022-04-06,5283,421.33,282.75,2225886.39,1493768.25,732118.14
South America,Colombia,Clothing,Offline,High,2025-01-02,7668,2025-01-07,1101,932.26,576.78,1026418.26,635034.78,391383.48
Europe,Italy,Cosmetics,Online,High,2022-04-09,7669,2022-04-20,1055,539.65,355.46,569330.75,375010.3,194320.45
Asia,Japan,Food,Online,Medium,2021-12-01,7670,2021-12-12,3841,249.38,198.27,957868.58,761555.07,196313.51
Oceania,Australia,Furniture,Online,Low,2024-07-28,7671,2024-08-02,5419,813.8,633.78,4409982.2,3434453.82,975528.38
Africa,Morocco,Food,Offline,Medium,2024-03-17,7672,2024-03-23,3277,332.56,225.5,1089799.12,738963.5,350835.62
South America,Brazil,Cosmetics,Online,Medium,2022-04-25,7673,2022-05-09,4754,169.97,135.37,808037.38,643548.98,164488.4
South America,Argentina,Electronics,Offline,Low,2023-10-01,7674,2023-10-02,8615,800.56,596.19,6896824.4,5136176.85,1760647.55
North America,Mexico,Clothing,Online,High,2024-04-02,7675,2024-04-15,9321,282.4,179.84,2632250.4,1676288.64,955961.76
South America,Chile,Cosmetics,Online,High,2026-07-15,7676,2026-07-25,8874,154.05,103.48,1367039.7,918281.52,448758.18
North America,United States,Cosmetics,Online,High,2023-12-14,7677,2023-12-20,5185,726.58,327.19,3767317.3,1696480.15,2070837.15
Asia,Japan,Clothing,Offline,High,2025-03-21,7678,2025-03-26,3269,905.2,647.89,2959098.8,2117952.41,841146.39
Oceania,Fiji,Clothing,Offline,High,2022-09-14,7679,2022-09-23,7834,328.75,157.21,2575427.5,1231583.14,1343844.36
Europe,United Kingdom,Electronics,Offline,High,2021-12-07,7680,2021-12-11,8366,43.68,34.21,365426.88,286200.86,79226.02
Africa,Kenya,Office Supplies,Offline,Medium,2023-01-27,7681,2023-02-03,4216,283.56,186.34,1195488.96,785609.44,409879.52
Europe,Germany,Furniture,Offline,Medium,2024-03-15,7682,2024-03-22,6993,83.57,44.12,584405.01,308531.16,275873.85
Africa,Nigeria,Food,Online,Critical,2025-02-16,7683,2025-02-27,9373,72.5,53.84,679542.5,504642.32,174900.18
South America,Chile,Food,Offline,Low,2023-06-27,7684,2023-06-29,9774,474.35,243.71,4636296.9,2382021.54,2254275.36
South America,Brazil,Furniture,Offline,Low,2026-01-18,7685,2026-01-20,3449,810.9,409.87,2796794.1,1413641.63,1383152.47
Oceania,Fiji,Electronics,Online,Low,2026-05-13,7686,2026-05-20,105,741.74,428.5,77882.7,44992.5,32890.2
South America,Chile,Office Supplies,Online,Medium,2025-01-28,7687,2025-02-03,9269,449.95,337.99,4170586.55,3132829.31,1037757.24
Africa,Kenya,Electronics,Offline,Low,2024-02-01,7688,2024-02-12,9570,732.63,557.25,7011269.1,5332882.5,1678386.6
Oceania,New Zealand,Electronics,Offline,Low,2025-09-02,7689,2025-09-14,4374,991.72,729.29,4337783.28,3189914.46,1147868.82
South America,Brazil,Office Supplies,Online,Low,2025-09-10,7690,2025-09-23,74,294.35,215.24,21781.9,15927.76,5854.14
Africa,Kenya,Office Supplies,Online,Medium,2025-09-03,7691,2025-09-09,1756,664.43,419.85,1166739.08,737256.6,429482.48
North America,United States,Food,Offline,High,2024-01-13,7692,2024-01-26,7189,220.94,138.36,1588337.66,994670.04,593667.62
South America,Argentina,Electronics,Online,High,2025-12-10,7693,2025-12-11,8474,762.53,486.8,6461679.22,4125143.2,2336536.02
Europe,France,Clothing,Online,Medium,2025-09-26,7694,2025-10-01,4893,95.78,60.26,468651.54,294852.18,173799.36
South America,Colombia,Electronics,Online,Low,2024-07-04,7695,2024-07-16,4151,880.29,449.96,3654083.79,1867783.96,1786299.83
Europe,Spain,Cosmetics,Offline,Critical,2025-11-01,7696,2025-11-12,9283,45.46,22.29,422005.18,206918.07,215087.11
Europe,United Kingdom,Clothing,Offline,High,2024-12-09,7697,2024-12-19,3221,461.0,275.02,1484881.0,885839.42,599041.58
South America,Brazil,Furniture,Offline,Medium,2023-07-16,7698,2023-07-21,2597,814.33,367.79,2114815.01,955150.63,1159664.38
North America,Mexico,Cosmetics,Online,Critical,2025-10-09,7699,2025-10-11,6218,723.97,420.25,4501645.46,2613114.5,1888530.96
North America,United States,Food,Offline,Critical,2025-11-27,7700,2025-12-10,5450,208.78,137.03,1137851.0,746813.5,391037.5
Asia,South Korea,Cosmetics,Offline,High,2022-08-25,7701,2022-09-06,1259,784.34,537.91,987484.06,677228.69,310255.37
Africa,South Africa,Clothing,Online,Critical,2023-08-05,7702,2023-08-09,6983,771.33,466.82,5386197.39,3259804.06,2126393.33
North America,Mexico,Office Supplies,Online,Medium,2022-08-12,7703,2022-08-15,9240,518.7,318.58,4792788.0,2943679.2,1849108.8
Africa,Egypt,Cosmetics,Online,High,2025-05-10,7704,2025-05-22,8266,401.15,286.04,3315905.9,2364406.64,951499.26
Oceania,New Zealand,Cosmetics,Offline,High,2024-01-22,7705,2024-01-31,2370,37.14,29.37,88021.8,69606.9,18414.9
Africa,Egypt,Electronics,Offline,Critical,2023-05-12,7706,2023-05-21,1899,522.62,382.46,992455.38,726291.54,266163.84
North America,Canada,Office Supplies,Offline,Critical,2022-07-23,7707,2022-07-25,9819,952.02,612.58,9347884.38,6014923.02,3332961.36
North America,United States,Cosmetics,Online,Critical,2021-08-16,7708,2021-08-30,7043,704.49,377.13,4961723.07,2656126.59,2305596.48
Oceania,Australia,Cosmetics,Offline,Low,2023-05-07,7709,2023-05-09,3154,300.57,202.69,947997.78,639284.26,308713.52
South America,Brazil,Office Supplies,Online,Critical,2022-10-01,7710,2022-10-07,9752,386.3,303.9,3767197.6,2963632.8,803564.8
South America,Colombia,Clothing,Offline,Low,2022-09-12,7711,2022-09-23,3702,819.98,433.91,3035565.96,1606334.82,1429231.14
Asia,Singapore,Furniture,Online,High,2025-06-22,7712,2025-06-27,7339,296.97,142.93,2179462.83,1048963.27,1130499.56
Oceania,New Zealand,Clothing,Online,Low,2022-11-29,7713,2022-12-06,5044,460.76,324.76,2324073.44,1638089.44,685984.0
Africa,Kenya,Electronics,Online,Critical,2021-11-15,7714,2021-11-24,8509,410.55,258.68,3493369.95,2201108.12,1292261.83
North America,Canada,Cosmetics,Online,Critical,2022-10-24,7715,2022-11-03,1556,776.98,475.94,1208980.88,740562.64,468418.24
Africa,South Africa,Furniture,Offline,Medium,2021-10-25,7716,2021-11-02,2870,76.46,45.93,219440.2,131819.1,87621.1
South America,Colombia,Office Supplies,Online,Low,2023-08-17,7717,2023-08-20,7188,870.98,606.56,6260604.24,4359953.28,1900650.96
Asia,India,Electronics,Online,Critical,2024-06-03,7718,2024-06-05,8858,338.82,216.94,3001267.56,1921654.52,1079613.04
Europe,Germany,Electronics,Online,Low,2024-08-11,7719,2024-08-14,6702,853.7,621.16,5721497.4,4163014.32,1558483.08
Europe,Germany,Office Supplies,Online,Low,2023-06-15,7720,2023-06-21,8278,972.22,685.72,8048037.16,5676390.16,2371647.0
Asia,Japan,Food,Offline,Medium,2025-02-21,7721,2025-02-22,1011,84.63,61.06,85560.93,61731.66,23829.27
Europe,United Kingdom,Cosmetics,Offline,Low,2025-10-14,7722,2025-10-20,6702,617.23,424.3,4136675.46,2843658.6,1293016.86
Oceania,Australia,Furniture,Offline,High,2021-08-26,7723,2021-09-09,5111,268.12,136.01,1370361.32,695147.11,675214.21
North America,United States,Clothing,Offline,Medium,2021-10-16,7724,2021-10-30,4023,889.9,403.38,3580067.7,1622797.74,1957269.96
Africa,Nigeria,Clothing,Offline,Medium,2024-10-24,7725,2024-11-02,6564,82.23,58.07,539757.72,381171.48,158586.24
Oceania,Fiji,Clothing,Online,High,2024-07-10,7726,2024-07-22,8078,259.92,192.94,2099633.76,1558569.32,541064.44
North America,United States,Electronics,Offline,Low,2022-03-07,7727,2022-03-11,2142,397.22,197.47,850845.24,422980.74,427864.5
Oceania,New Zealand,Furniture,Online,Critical,2022-09-20,7728,2022-09-25,8736,139.12,73.91,1215352.32,645677.76,569674.56
Africa,Morocco,Office Supplies,Offline,Medium,2025-04-01,7729,2025-04-07,1835,975.71,569.49,1790427.85,1045014.15,745413.7
North America,United States,Electronics,Offline,High,2024-05-19,7730,2024-05-23,5744,181.43,143.87,1042133.92,826389.28,215744.64
Europe,Spain,Electronics,Offline,Low,2024-11-27,7731,2024-12-05,1326,74.93,37.54,99357.18,49778.04,49579.14
Africa,South Africa,Food,Online,Low,2026-07-14,7732,2026-07-15,4154,601.8,293.94,2499877.2,1221026.76,1278850.44
Africa,Morocco,Furniture,Offline,High,2024-01-31,7733,2024-02-13,9819,62.63,38.09,614963.97,374005.71,240958.26
Asia,Japan,Food,Online,Medium,2026-04-02,7734,2026-04-12,1822,29.89,21.86,54459.58,39828.92,14630.66
Africa,Nigeria,Clothing,Offline,Critical,2021-10-05,7735,2021-10-06,4280,85.55,44.47,366154.0,190331.6,175822.4
Asia,Singapore,Furniture,Offline,Medium,2022-03-23,7736,2022-03-24,5698,833.42,590.27,4748827.16,3363358.46,1385468.7
Africa,Nigeria,Furniture,Online,Medium,2024-10-13,7737,2024-10-18,3048,699.67,540.09,2132594.16,1646194.32,486399.84
Oceania,Fiji,Clothing,Offline,Critical,2026-04-16,7738,2026-04-30,1597,275.05,157.45,439254.85,251447.65,187807.2
South America,Brazil,Furniture,Online,Medium,2023-06-06,7739,2023-06-17,5705,202.75,119.78,1156688.75,683344.9,473343.85
Europe,United Kingdom,Furniture,Offline,Low,2026-06-04,7740,2026-06-12,835,653.29,430.0,545497.15,359050.0,186447.15
North America,Canada,Food,Online,High,2021-08-29,7741,2021-09-12,3804,635.96,418.89,2419191.84,1593457.56,825734.28
South America,Brazil,Cosmetics,Online,Medium,2022-01-11,7742,2022-01-21,3431,851.27,439.8,2920707.37,1508953.8,1411753.57
Oceania,New Zealand,Electronics,Online,Critical,2023-01-11,7743,2023-01-15,4613,80.3,56.25,370423.9,259481.25,110942.65
Oceania,Australia,Food,Online,High,2022-01-26,7744,2022-02-05,8679,155.74,84.08,1351667.46,729730.32,621937.14
Africa,Morocco,Food,Online,Medium,2025-05-15,7745,2025-05-17,9814,61.9,34.83,607486.6,341821.62,265664.98
North America,Mexico,Furniture,Offline,High,2024-12-19,7746,2024-12-30,4775,222.86,129.87,1064156.5,620129.25,444027.25
Europe,France,Office Supplies,Offline,Medium,2023-06-13,7747,2023-06-21,6522,198.22,95.88,1292790.84,625329.36,667461.48
Asia,India,Electronics,Online,Medium,2024-02-04,7748,2024-02-18,798,686.65,409.91,547946.7,327108.18,220838.52
